lecture,slide_id,model,type,term_or_entity
Lecture 18,Slide24,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,"The difference between these two levels is what we call delta E, and it is given by: Delta E equals gamma times h times B naught, divided by two pi."
Lecture 18,Slide24,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=E = ±γhB0/4π | p=represents | o=the two possible interaction energies | conf=0.95
Lecture 18,Slide25,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=The magnitude of the MRI signal | p=measures | o=the difference in populations between the two energy levels | conf=0.95
Lecture 18,Slide27,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,spin angular momentum
Lecture 18,Slide3,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,SNR
Lecture 18,Slide3,OpenGVLab__InternVL3-14B,concept_term_not_in_text,spin echo
Lecture 18,Slide3,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Inversion Recovery & Spin Echo
Lecture 18,Slide3,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Physical Foundation | p=depends_on | o=Magnetization (Classic Model) | conf=0.8
Lecture 18,Slide32,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=net magnetization | p=uses | o=magnetic moments of protons | conf=0.95
Lecture 18,Slide33,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=M0 | p=uses | o=the difference between N_parallel and N_antiparallel | conf=0.9
Lecture 18,Slide34,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Spin Echo
Lecture 18,Slide35,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=M0 | p=depends_on | o=precession | conf=0.9
Lecture 18,Slide37,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=perturbed nuclei | p=generate | o=the same RF signal | conf=1.0
Lecture 18,Slide37,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Detected externally
Lecture 18,Slide37,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Perturbed Nuclei | p=produces | o=the Same RF Signal | conf=0.9
Lecture 18,Slide39,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,"In this rotating frame, the spiral disappears. The magnetization no longer seems to precess-it simply tilts, or ""flips,"" into the transverse plane."
Lecture 18,Slide4,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=PET/MRI systems | p=uses | o=PET and MRI | conf=1.0
Lecture 18,Slide4,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=spectrum | p=produces | o=functional information | conf=0.9
Lecture 18,Slide41,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=B(t) | p=represents | o=magnetic field | conf=0.98
Lecture 18,Slide42,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=M | p=produces | o=oscillation | conf=1.0
Lecture 18,Slide42,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,rf coil
Lecture 18,Slide42,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=M not parallel to B | p=uses | o=oscillation of M_xy | conf=0.95
Lecture 18,Slide43,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=signal strength | p=depends_on | o=size of M_xy | conf=1.0
Lecture 18,Slide43,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=M_xy | p=depends_on | o=flip angle α | conf=0.95
Lecture 18,Slide44,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,Reconstruction
Lecture 18,Slide46,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=T2* relaxation | p=represents | o=disturbance in the magnetic field (Susceptibility) | conf=1.0
Lecture 18,Slide46,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,T2 - Tissue/Cerebrospinal Fluid Flow (CSF)
Lecture 18,Slide46,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=T2* relaxation | p=represents | o=Disturbance in the Magnetic Field (Susceptibility) | conf=0.95
Lecture 18,Slide48,OpenGVLab__InternVL3-14B,concept_term_not_in_text,exponential decay
Lecture 18,Slide49,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=M_z | p=uses | o=exponential curve | conf=0.9
Lecture 18,Slide5,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=Bloch (Stanford) and Purcell (Harvard) | p=received | o=1952 Nobel Prize in Physics | conf=1.0
Lecture 18,Slide5,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,Early 1980's: Commercial MRI System
Lecture 18,Slide5,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Nuclear Magnetic Resonance (NMR) | p=uses | o=gradient magnetic fields | conf=0.85
Lecture 18,Slide50,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=Muscle | p=measures | o=870 ms for T1 and 45 ms for T2 | conf=1.0
Lecture 18,Slide50,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Fat | p=measures | o=T1 (ms) | conf=0.98
Lecture 18,Slide51,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,sum of rates
Lecture 18,Slide52,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,M0
Lecture 18,Slide52,OpenGVLab__InternVL3-14B,concept_term_not_in_text,mathematical expression
Lecture 18,Slide52,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=inversion recovery method | p=uses | o=90° pulse | conf=1.0
Lecture 18,Slide52,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=inversion recovery sequence | p=uses | o=90° pulse | conf=0.95
Lecture 18,Slide53,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,repeating process
Lecture 18,Slide53,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,T1 measurement
Lecture 18,Slide54,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,T2 measurement
Lecture 18,Slide55,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,homogeneous
Lecture 18,Slide55,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,magnetization relaxes from the xy plane back to the z axis
Lecture 18,Slide6,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=gradient coils | p=produces | o=tomographic imaging | conf=0.9
Lecture 18,Slide9,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=cross product | p=measures | o=magnitude equal to the length of a times the length of b times the sine of the angle between them | conf=1.0
Lecture 19,Slide1,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,"SNR, resolution, artifacts, MTF, DQE"
Lecture 19,Slide11,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,T2 measurement
Lecture 19,Slide11,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,T2 star includes both biological effects and external field inhomogeneities
Lecture 19,Slide14,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,encoding
Lecture 19,Slide14,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=TR | p=depends_on | o=full recovery of the longitudinal magnetization vector M-naught | conf=0.9
Lecture 19,Slide17,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,linear momentum
Lecture 19,Slide21,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=slice selection | p=uses | o=gradient along the y-axis | conf=0.95
Lecture 19,Slide22,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=rephasing gradient | p=produces | o=complete refocusing | conf=0.9
Lecture 19,Slide23,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,detail images
Lecture 19,Slide23,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,MRI Scanners
Lecture 19,Slide27,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,faster oscillations in the measured signal correspond to spins located toward the right-hand side of the image
Lecture 19,Slide28,llava-hf__llava-onevision-qwen2-7b-ov-hf,triple_entity_not_in_text,s=frequency encoding gradient | p=uses|via|represents|depends_on|measures|produces|reconstructs_with | o=x-direction | conf=0.0
Lecture 19,Slide3,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,MRI scanners
Lecture 19,Slide3,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=T1 & T2 | p=produces | o=multi-contrast MRI images | conf=0.8
Lecture 19,Slide30,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=k y | p=represents | o=phase-encoding direction | conf=0.95
Lecture 19,Slide31,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,horizontal lines
Lecture 19,Slide32,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,frequency encoding along horizontal direction
Lecture 19,Slide33,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,slope determined by gradient ratio
Lecture 19,Slide36,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=free induction decay (FID) | p=represents | o=the actual NMR signal | conf=0.95
Lecture 19,Slide38,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,s(t) = M0 (1 - e^(-t/T1)) e^(-t/T2)
Lecture 19,Slide38,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,s(t) = Sx(t) + iSy(t) = M0 e^(-t/T2) e^(-iω0t)
Lecture 19,Slide38,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=s(t) | p=represents | o=M0 e^{-t/T2} e^{-iω0t} | conf=0.95
Lecture 19,Slide40,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,T2(s)
Lecture 19,Slide41,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,preparation for data collection in k-space
Lecture 19,Slide42,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,image reconstruction
Lecture 19,Slide42,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,"s=f(x,y) | p=represents | o=true tissue properties in space | conf=0.95"
Lecture 19,Slide43,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,image reconstruction
Lecture 19,Slide43,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,image reconstruction
Lecture 19,Slide43,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,"measured signal s of t is then the Fourier transform of the object's spin density, f of x, y, z, evaluated along this k-space trajectory"
Lecture 19,Slide43,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=k(t) | p=represents | o=trajectory through Fourier space | conf=0.9
Lecture 19,Slide45,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,"modulus of F(k_x, k_y)"
Lecture 19,Slide45,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,"s=Inverse FT of F(k_x, k_y) | p=produces | o=cross-sectional image of the brain | conf=0.95"
Lecture 19,Slide48,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,aligned with the center of the magnet
Lecture 19,Slide49,Qwen__Qwen2-VL-7B-Instruct,concept_term_not_in_text,spine imaging
Lecture 19,Slide49,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,1.5 Tesla
Lecture 19,Slide49,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Sparkler 1.5T MRI | p=represents | o=industry standard for many diagnostic applications | conf=0.9
Lecture 19,Slide51,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,"s=Bruker BioSpec Avance III 94/20 9.4T Preclinical MRI Scanner | p=measures | o=anatomical structures, functional activity, and even molecular processes | conf=0.9"
Lecture 19,Slide53,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,split magnet
Lecture 19,Slide53,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,ct's accuracy for dose calculation
Lecture 19,Slide53,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=Ring design for mechanical stability and magnet shielding | p=represents | o=mechanical stability and magnet shielding | conf=0.95
Lecture 19,Slide6,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,that gives: y equals A e to the k t
Lecture 19,Slide7,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,biological spin-spin interaction
Lecture 19,Slide7,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=T2+ | p=represents | o=external field inhomogeneity | conf=0.95
Lecture 19,Slide9,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=inversion recovery | p=uses | o=a 180° pulse | conf=0.95
Lecture 2,Slide10,Qwen__Qwen3-VL-4B-Instruct,triple_entity_not_in_text,s=clear all | p=depends_on | o=workspace vars | conf=0.9
Lecture 2,Slide11,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,s=... | p=continues | o=statement on next line | conf=1.0
Lecture 2,Slide11,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,sum(x)
Lecture 2,Slide12,llava-hf__llava-onevision-qwen2-7b-ov-hf,concept_term_not_in_text,MATLAB
Lecture 2,Slide12,OpenGVLab__InternVL3-14B,triple_entity_not_in_text,"s=v([3,5]) | p=represents | o=entries 3 & 5 | conf=1.0"
Lecture 2,Slide12,Qwen__Qwen3-VL-4B-Instruct,concept_term_not_in_text,A = [1 2 3; 4 5 6];
